doi,collection_date,abstract_views,full_text_views,pdf_downloads
10.1101/805721,Jan 2020,51,49,27
10.1101/805721,Feb 2020,38,32,22
10.1101/805721,Mar 2020,51,15,20
10.1101/805721,Apr 2020,30,14,18
10.1101/805739,Oct 2019,485,25,153
10.1101/805739,Nov 2019,135,39,83
10.1101/805739,Dec 2019,75,24,33
10.1101/805739,Jan 2020,77,55,22
10.1101/805739,Feb 2020,87,48,51
10.1101/805739,Mar 2020,59,47,29
10.1101/805739,Apr 2020,97,30,46
10.1101/805754,Oct 2019,309,11,56
10.1101/805754,Nov 2019,43,15,15
10.1101/805754,Dec 2019,20,9,7
10.1101/805754,Jan 2020,30,15,15
10.1101/805754,Feb 2020,24,9,17
10.1101/805754,Mar 2020,29,7,16
10.1101/805754,Apr 2020,16,2,12
10.1101/805762,Oct 2019,320,0,81
10.1101/805762,Nov 2019,134,22,48
10.1101/805762,Dec 2019,64,32,24
10.1101/805762,Jan 2020,42,17,14
10.1101/805762,Feb 2020,37,20,21
10.1101/805762,Mar 2020,49,13,22
10.1101/805762,Apr 2020,33,10,23
10.1101/805770,Oct 2019,363,13,98
10.1101/805770,Nov 2019,76,18,31
10.1101/805770,Dec 2019,53,14,22
10.1101/805770,Jan 2020,55,9,19
10.1101/805770,Feb 2020,34,11,16
10.1101/805770,Mar 2020,38,6,26
10.1101/805770,Apr 2020,57,12,33
10.1101/805788,Oct 2019,202,5,66
10.1101/805788,Nov 2019,38,10,18
10.1101/805788,Dec 2019,40,11,19
10.1101/805788,Jan 2020,33,6,15
10.1101/805788,Feb 2020,23,8,17
10.1101/805788,Mar 2020,34,9,14
10.1101/805788,Apr 2020,34,11,23
10.1101/805796,Oct 2019,216,21,74
10.1101/805796,Nov 2019,60,49,37
10.1101/805796,Dec 2019,35,37,29
10.1101/805796,Jan 2020,49,68,42
10.1101/805796,Feb 2020,42,55,32
10.1101/805796,Mar 2020,46,43,42
10.1101/805796,Apr 2020,36,30,30
10.1101/805804,Oct 2019,316,10,104
10.1101/805804,Nov 2019,86,38,24
10.1101/805804,Dec 2019,22,12,8
10.1101/805804,Jan 2020,28,13,12
10.1101/805804,Feb 2020,24,10,12
10.1101/805804,Mar 2020,29,9,14
10.1101/805804,Apr 2020,25,7,18
10.1101/805812,Oct 2019,231,4,48
10.1101/805812,Nov 2019,42,6,11
10.1101/805812,Dec 2019,18,5,7
10.1101/805812,Jan 2020,40,11,13
10.1101/805812,Feb 2020,25,6,11
10.1101/805812,Mar 2020,34,5,11
10.1101/805812,Apr 2020,18,3,13
10.1101/805820,Oct 2019,306,10,37
10.1101/805820,Nov 2019,40,13,10
10.1101/805820,Dec 2019,16,8,5
10.1101/805820,Jan 2020,19,16,6
10.1101/805820,Feb 2020,32,23,15
10.1101/805820,Mar 2020,13,7,7
10.1101/805820,Apr 2020,18,6,9
10.1101/805838,Oct 2019,250,10,73
10.1101/805838,Nov 2019,30,8,23
10.1101/805838,Dec 2019,17,14,8
10.1101/805838,Jan 2020,22,17,18
10.1101/805838,Feb 2020,20,10,10
10.1101/805838,Mar 2020,25,6,16
10.1101/805838,Apr 2020,173,15,112
10.1101/805846,Oct 2019,561,11,97
10.1101/805846,Nov 2019,87,9,26
10.1101/805846,Dec 2019,28,10,10
10.1101/805846,Jan 2020,43,15,15
10.1101/805846,Feb 2020,40,14,14
10.1101/805846,Mar 2020,52,11,21
10.1101/805846,Apr 2020,31,5,18
10.1101/805853,Oct 2019,772,7,157
10.1101/805853,Nov 2019,267,16,88
10.1101/805853,Dec 2019,63,18,44
10.1101/805853,Jan 2020,55,16,42
10.1101/805853,Feb 2020,64,14,33
10.1101/805853,Mar 2020,51,7,19
10.1101/805853,Apr 2020,47,7,34
10.1101/805887,Oct 2019,427,5,70
10.1101/805887,Nov 2019,105,14,32
10.1101/805887,Dec 2019,25,6,10
10.1101/805887,Jan 2020,43,12,11
10.1101/805887,Feb 2020,139,5,29
10.1101/805887,Mar 2020,456,25,84
10.1101/805887,Apr 2020,66,36,36
10.1101/805895,Oct 2019,234,8,48
10.1101/805895,Nov 2019,54,13,42
10.1101/805895,Dec 2019,13,5,7
10.1101/805895,Jan 2020,23,9,9
10.1101/805895,Feb 2020,19,6,9
10.1101/805895,Mar 2020,30,4,12
10.1101/805895,Apr 2020,14,1,10
10.1101/805903,Oct 2019,269,25,75
10.1101/805903,Nov 2019,69,17,33
10.1101/805903,Dec 2019,40,31,15
10.1101/805903,Jan 2020,62,23,21
10.1101/805903,Feb 2020,35,22,12
10.1101/805903,Mar 2020,37,19,20
10.1101/805911,Oct 2019,333,9,82
10.1101/805911,Nov 2019,49,7,24
10.1101/805911,Dec 2019,24,5,8
10.1101/805911,Jan 2020,26,6,10
10.1101/805911,Feb 2020,34,8,22
10.1101/805911,Mar 2020,34,5,10
10.1101/805911,Apr 2020,26,1,10
10.1101/805929,Oct 2019,373,6,84
10.1101/805929,Nov 2019,43,9,27
10.1101/805929,Dec 2019,20,10,6
10.1101/805929,Jan 2020,28,16,11
10.1101/805929,Feb 2020,29,12,11
10.1101/805929,Mar 2020,36,11,11
10.1101/805929,Apr 2020,50,20,29
10.1101/805945,Oct 2019,305,6,68
10.1101/805945,Nov 2019,42,12,27
10.1101/805945,Dec 2019,29,6,13
10.1101/805945,Jan 2020,40,12,19
10.1101/805945,Feb 2020,27,7,15
10.1101/805945,Mar 2020,32,6,15
10.1101/805945,Apr 2020,16,9,21
10.1101/805960,Oct 2019,527,8,67
10.1101/805960,Nov 2019,56,20,34
10.1101/805960,Dec 2019,26,49,17
10.1101/805960,Jan 2020,49,71,22
10.1101/805960,Feb 2020,27,32,19
10.1101/805960,Mar 2020,46,37,34
10.1101/805960,Apr 2020,26,61,23
10.1101/805978,Oct 2019,588,24,200
10.1101/805978,Nov 2019,81,38,39
10.1101/805978,Dec 2019,70,54,43
10.1101/805978,Jan 2020,54,44,22
10.1101/805978,Feb 2020,52,29,27
10.1101/805978,Mar 2020,74,47,35
10.1101/805978,Apr 2020,43,30,27
10.1101/805986,Oct 2019,561,17,75
10.1101/805986,Nov 2019,50,9,15
10.1101/805986,Dec 2019,24,7,3
10.1101/805986,Jan 2020,29,8,9
10.1101/805986,Feb 2020,26,6,11
10.1101/805986,Mar 2020,35,10,17
10.1101/805986,Apr 2020,19,4,15
10.1101/805994,Oct 2019,521,19,94
10.1101/805994,Nov 2019,70,9,32
10.1101/805994,Dec 2019,29,10,15
10.1101/805994,Jan 2020,46,38,33
10.1101/805994,Feb 2020,35,112,68
10.1101/805994,Mar 2020,58,133,56
10.1101/805994,Apr 2020,148,66,59
10.1101/806026,Oct 2019,351,7,52
10.1101/806026,Nov 2019,40,18,29
10.1101/806026,Dec 2019,20,5,8
10.1101/806026,Jan 2020,19,6,14
10.1101/806026,Feb 2020,174,19,28
10.1101/806026,Mar 2020,48,25,18
10.1101/806026,Apr 2020,16,5,15
10.1101/806059,Oct 2019,393,7,80
10.1101/806059,Nov 2019,32,8,18
10.1101/806059,Dec 2019,16,6,7
10.1101/806059,Jan 2020,37,6,20
10.1101/806059,Feb 2020,28,7,15
10.1101/806059,Mar 2020,36,8,17
10.1101/806059,Apr 2020,53,10,27
10.1101/806067,Oct 2019,261,10,54
10.1101/806067,Nov 2019,42,12,22
10.1101/806067,Dec 2019,22,7,11
10.1101/806067,Jan 2020,35,8,18
10.1101/806067,Feb 2020,23,8,10
10.1101/806067,Mar 2020,29,7,17
10.1101/806067,Apr 2020,21,2,14
10.1101/806075,Oct 2019,341,6,74
10.1101/806075,Nov 2019,28,6,12
10.1101/806075,Dec 2019,29,8,4
10.1101/806075,Jan 2020,31,7,11
10.1101/806075,Feb 2020,82,15,19
10.1101/806075,Mar 2020,34,7,21
10.1101/806075,Apr 2020,23,11,15
10.1101/806083,Oct 2019,357,6,58
10.1101/806083,Nov 2019,38,13,24
10.1101/806083,Dec 2019,14,5,4
10.1101/806083,Jan 2020,25,9,8
10.1101/806083,Feb 2020,21,7,10
10.1101/806083,Mar 2020,30,8,12
10.1101/806083,Apr 2020,243,29,39
10.1101/806109,Oct 2019,352,10,75
10.1101/806109,Nov 2019,81,32,47
10.1101/806109,Dec 2019,26,25,13
10.1101/806109,Jan 2020,58,18,17
10.1101/806109,Feb 2020,25,16,16
10.1101/806109,Mar 2020,34,14,25
10.1101/806109,Apr 2020,29,19,30
10.1101/806117,Oct 2019,2374,75,671
10.1101/806117,Nov 2019,604,109,199
10.1101/806117,Dec 2019,275,33,81
10.1101/806117,Jan 2020,307,56,102
10.1101/806117,Feb 2020,367,43,140
10.1101/806117,Mar 2020,315,30,101
10.1101/806117,Apr 2020,312,50,146
10.1101/806125,Oct 2019,658,39,276
10.1101/806125,Nov 2019,204,58,98
10.1101/806125,Dec 2019,93,22,34
10.1101/806125,Jan 2020,133,44,69
10.1101/806125,Feb 2020,100,33,57
10.1101/806125,Mar 2020,89,24,61
10.1101/806125,Apr 2020,61,26,56
10.1101/806133,Oct 2019,455,7,160
10.1101/806133,Nov 2019,67,13,38
10.1101/806133,Dec 2019,50,21,21
10.1101/806133,Jan 2020,41,10,13
10.1101/806133,Feb 2020,47,7,31
10.1101/806133,Mar 2020,47,5,18
10.1101/806133,Apr 2020,37,9,35
10.1101/806141,Oct 2019,645,18,168
10.1101/806141,Nov 2019,97,14,47
10.1101/806141,Dec 2019,67,11,23
10.1101/806141,Jan 2020,56,13,35
10.1101/806141,Feb 2020,39,11,31
10.1101/806141,Mar 2020,56,10,38
10.1101/806141,Apr 2020,74,18,99
10.1101/806158,Oct 2019,900,42,396
10.1101/806158,Nov 2019,358,67,225
10.1101/806158,Dec 2019,165,42,119
10.1101/806158,Jan 2020,214,63,105
10.1101/806158,Feb 2020,210,96,85
10.1101/806158,Mar 2020,212,84,100
10.1101/806158,Apr 2020,183,84,63
10.1101/806166,Oct 2019,548,28,144
10.1101/806166,Nov 2019,84,17,31
10.1101/806166,Dec 2019,46,16,21
10.1101/806166,Jan 2020,51,14,19
10.1101/806166,Feb 2020,54,6,14
10.1101/806166,Mar 2020,60,5,19
10.1101/806166,Apr 2020,26,2,14
10.1101/806190,Oct 2019,273,10,59
10.1101/806190,Nov 2019,61,7,21
10.1101/806190,Dec 2019,44,11,12
10.1101/806190,Jan 2020,32,14,12
10.1101/806190,Feb 2020,26,5,9
10.1101/806190,Mar 2020,31,6,12
10.1101/806190,Apr 2020,31,3,14
10.1101/806208,Oct 2019,390,8,62
10.1101/806208,Nov 2019,58,9,23
10.1101/806208,Dec 2019,58,7,12
10.1101/806208,Jan 2020,36,8,12
10.1101/806208,Feb 2020,32,10,21
10.1101/806208,Mar 2020,30,5,10
10.1101/806208,Apr 2020,16,1,12
10.1101/806216,Oct 2019,467,10,117
10.1101/806216,Nov 2019,37,10,19
10.1101/806216,Dec 2019,33,13,7
10.1101/806216,Jan 2020,22,9,9
10.1101/806216,Feb 2020,21,7,17
10.1101/806216,Mar 2020,29,11,22
10.1101/806216,Apr 2020,18,4,15
10.1101/806224,Oct 2019,615,15,84
10.1101/806224,Nov 2019,70,11,29
10.1101/806224,Dec 2019,42,8,13
10.1101/806224,Jan 2020,32,13,13
10.1101/806224,Feb 2020,56,14,15
10.1101/806224,Mar 2020,87,8,17
10.1101/806224,Apr 2020,35,3,15
10.1101/806232,Oct 2019,547,17,159
10.1101/806232,Nov 2019,38,6,16
10.1101/806232,Dec 2019,33,7,6
10.1101/806232,Jan 2020,32,6,9
10.1101/806232,Feb 2020,25,8,11
10.1101/806232,Mar 2020,31,4,11
10.1101/806232,Apr 2020,34,2,11
10.1101/806265,Oct 2019,658,38,126
10.1101/806265,Nov 2019,93,12,39
10.1101/806265,Dec 2019,46,10,20
10.1101/806265,Jan 2020,49,9,25
10.1101/806265,Feb 2020,71,10,36
10.1101/806265,Mar 2020,28,4,15
10.1101/806265,Apr 2020,24,2,17
10.1101/806273,Oct 2019,451,8,115
10.1101/806273,Nov 2019,37,12,57
10.1101/806273,Dec 2019,35,10,27
10.1101/806273,Jan 2020,32,9,30
10.1101/806273,Feb 2020,66,8,25
10.1101/806273,Mar 2020,33,12,40
10.1101/806273,Apr 2020,34,6,30
10.1101/806281,Oct 2019,567,37,133
10.1101/806281,Nov 2019,107,15,47
10.1101/806281,Dec 2019,64,14,37
10.1101/806281,Jan 2020,49,11,30
10.1101/806281,Feb 2020,48,10,28
10.1101/806281,Mar 2020,51,8,34
10.1101/806281,Apr 2020,49,9,36
10.1101/806299,Oct 2019,247,9,82
10.1101/806299,Nov 2019,79,11,34
10.1101/806299,Dec 2019,27,10,15
10.1101/806299,Jan 2020,64,9,24
10.1101/806299,Feb 2020,57,8,22
10.1101/806299,Mar 2020,48,11,33
10.1101/806299,Apr 2020,121,10,49
10.1101/806307,Oct 2019,512,5,70
10.1101/806307,Nov 2019,37,7,10
10.1101/806307,Dec 2019,18,7,3
10.1101/806307,Jan 2020,23,14,12
10.1101/806307,Feb 2020,36,8,11
10.1101/806307,Mar 2020,32,7,19
10.1101/806307,Apr 2020,27,2,10
10.1101/806315,Oct 2019,534,12,121
10.1101/806315,Nov 2019,69,20,23
10.1101/806315,Dec 2019,37,10,12
10.1101/806315,Jan 2020,45,11,16
10.1101/806315,Feb 2020,26,8,11
10.1101/806315,Mar 2020,29,11,10
10.1101/806315,Apr 2020,22,6,13
10.1101/806323,Oct 2019,134,0,11
10.1101/806323,Nov 2019,418,22,117
10.1101/806323,Dec 2019,46,23,55
10.1101/806323,Jan 2020,33,15,12
10.1101/806323,Feb 2020,27,9,14
10.1101/806323,Mar 2020,34,7,12
10.1101/806323,Apr 2020,18,5,11
10.1101/806356,Oct 2019,248,10,51
10.1101/806356,Nov 2019,52,8,22
10.1101/806356,Dec 2019,27,6,14
10.1101/806356,Jan 2020,29,8,12
10.1101/806356,Feb 2020,31,7,18
10.1101/806356,Mar 2020,43,4,10
10.1101/806356,Apr 2020,20,1,13
10.1101/806364,Oct 2019,985,37,373
10.1101/806364,Nov 2019,168,32,90
10.1101/806364,Dec 2019,150,46,69
10.1101/806364,Jan 2020,142,42,59
10.1101/806364,Feb 2020,167,64,86
10.1101/806364,Mar 2020,162,49,104
10.1101/806364,Apr 2020,151,44,77
10.1101/806380,Oct 2019,456,10,92
10.1101/806380,Nov 2019,97,5,23
10.1101/806380,Dec 2019,38,8,12
10.1101/806380,Jan 2020,32,6,11
10.1101/806380,Feb 2020,43,6,9
10.1101/806380,Mar 2020,46,6,8
10.1101/806380,Apr 2020,200,12,85
10.1101/806398,Oct 2019,426,18,99
10.1101/806398,Nov 2019,45,49,29
10.1101/806398,Dec 2019,39,49,23
10.1101/806398,Jan 2020,45,59,23
10.1101/806398,Feb 2020,65,92,38
10.1101/806398,Mar 2020,64,49,30
10.1101/806398,Apr 2020,33,35,26
10.1101/806406,Oct 2019,291,5,40
10.1101/806406,Nov 2019,28,8,10
10.1101/806406,Dec 2019,16,10,3
10.1101/806406,Jan 2020,20,8,6
10.1101/806406,Feb 2020,19,5,9
10.1101/806406,Mar 2020,14,9,12
10.1101/806406,Apr 2020,11,7,9
10.1101/806414,Oct 2019,321,5,52
10.1101/806414,Nov 2019,31,12,12
10.1101/806414,Dec 2019,23,5,15
10.1101/806414,Jan 2020,37,12,23
10.1101/806414,Feb 2020,26,8,12
10.1101/806414,Mar 2020,38,9,18
10.1101/806414,Apr 2020,28,12,24
10.1101/806422,Oct 2019,301,15,48
10.1101/806422,Nov 2019,51,41,40
10.1101/806422,Dec 2019,30,87,41
10.1101/806422,Jan 2020,33,114,32
10.1101/806422,Feb 2020,24,97,41
10.1101/806422,Mar 2020,29,106,50
10.1101/806422,Apr 2020,16,39,22
10.1101/806430,Oct 2019,219,6,44
10.1101/806430,Nov 2019,24,6,14
10.1101/806430,Dec 2019,14,7,15
10.1101/806430,Jan 2020,26,8,12
10.1101/806430,Feb 2020,22,8,19
10.1101/806430,Mar 2020,26,5,11
10.1101/806430,Apr 2020,23,3,8
10.1101/806448,Oct 2019,296,6,49
10.1101/806448,Nov 2019,42,14,11
10.1101/806448,Dec 2019,21,15,2
10.1101/806448,Jan 2020,24,22,11
10.1101/806448,Feb 2020,18,18,10
10.1101/806448,Mar 2020,25,8,11
10.1101/806448,Apr 2020,14,3,10
10.1101/806455,Oct 2019,906,29,219
10.1101/806455,Nov 2019,194,18,94
10.1101/806455,Dec 2019,72,9,33
10.1101/806455,Jan 2020,101,11,45
10.1101/806455,Feb 2020,83,17,57
10.1101/806455,Mar 2020,62,5,250
10.1101/806455,Apr 2020,75,6,72
10.1101/806471,Oct 2019,452,6,102
10.1101/806471,Nov 2019,42,15,22
10.1101/806471,Dec 2019,607,27,67
10.1101/806471,Jan 2020,57,18,33
10.1101/806471,Feb 2020,51,14,19
10.1101/806471,Mar 2020,422,41,120
10.1101/806471,Apr 2020,56,20,48
10.1101/806489,Oct 2019,384,6,72
10.1101/806489,Nov 2019,49,5,8
10.1101/806489,Dec 2019,49,6,5
10.1101/806489,Jan 2020,35,9,6
10.1101/806489,Feb 2020,39,37,15
10.1101/806489,Mar 2020,30,4,12
10.1101/806489,Apr 2020,24,2,10
10.1101/806497,Oct 2019,415,4,100
10.1101/806497,Nov 2019,48,8,12
10.1101/806497,Dec 2019,23,5,9
10.1101/806497,Jan 2020,27,11,9
10.1101/806497,Feb 2020,24,5,11
10.1101/806497,Mar 2020,29,5,12
10.1101/806497,Apr 2020,11,3,12
10.1101/806505,Oct 2019,956,57,342
10.1101/806505,Nov 2019,163,85,84
10.1101/806505,Dec 2019,115,101,83
10.1101/806505,Jan 2020,122,56,60
10.1101/806505,Feb 2020,83,66,44
10.1101/806505,Mar 2020,102,54,52
10.1101/806505,Apr 2020,101,60,75
10.1101/806513,Oct 2019,322,9,85
10.1101/806513,Nov 2019,67,10,28
10.1101/806513,Dec 2019,42,13,15
10.1101/806513,Jan 2020,43,12,11
10.1101/806513,Feb 2020,22,8,13
10.1101/806513,Mar 2020,26,6,12
10.1101/806513,Apr 2020,32,5,25
10.1101/806539,Oct 2019,836,15,133
10.1101/806539,Nov 2019,150,17,51
10.1101/806539,Dec 2019,72,9,20
10.1101/806539,Jan 2020,110,20,34
10.1101/806539,Feb 2020,138,21,30
10.1101/806539,Mar 2020,91,22,33
10.1101/806539,Apr 2020,76,14,25
10.1101/806547,Oct 2019,485,16,85
10.1101/806547,Nov 2019,106,13,28
10.1101/806547,Dec 2019,49,17,17
10.1101/806547,Jan 2020,41,24,22
10.1101/806547,Feb 2020,49,15,33
10.1101/806547,Mar 2020,42,10,28
10.1101/806547,Apr 2020,35,19,21
10.1101/806554,Oct 2019,1199,39,198
10.1101/806554,Nov 2019,116,19,36
10.1101/806554,Dec 2019,43,11,18
10.1101/806554,Jan 2020,54,14,28
10.1101/806554,Feb 2020,47,13,22
10.1101/806554,Mar 2020,51,14,32
10.1101/806554,Apr 2020,33,11,22
10.1101/806562,Oct 2019,493,7,87
10.1101/806562,Nov 2019,32,8,20
10.1101/806562,Dec 2019,20,8,7
10.1101/806562,Jan 2020,31,9,12
10.1101/806562,Feb 2020,18,7,9
10.1101/806562,Mar 2020,26,6,14
10.1101/806562,Apr 2020,20,5,12
10.1101/806588,Oct 2019,346,10,89
10.1101/806588,Nov 2019,51,13,40
10.1101/806588,Dec 2019,30,5,8
10.1101/806588,Jan 2020,25,7,6
10.1101/806588,Feb 2020,19,5,9
10.1101/806588,Mar 2020,22,4,9
10.1101/806588,Apr 2020,20,1,14
10.1101/806596,Oct 2019,667,22,104
10.1101/806596,Nov 2019,271,43,70
10.1101/806596,Dec 2019,46,28,20
10.1101/806596,Jan 2020,44,34,19
10.1101/806596,Feb 2020,65,13,21
10.1101/806596,Mar 2020,71,19,29
10.1101/806596,Apr 2020,35,27,26
10.1101/806620,Oct 2019,490,5,113
10.1101/806620,Nov 2019,57,8,23
10.1101/806620,Dec 2019,39,6,20
10.1101/806620,Jan 2020,38,7,17
10.1101/806620,Feb 2020,25,6,13
10.1101/806620,Mar 2020,23,5,9
10.1101/806620,Apr 2020,15,2,7
10.1101/806638,Oct 2019,379,7,104
10.1101/806638,Nov 2019,39,8,26
10.1101/806638,Dec 2019,24,7,7
10.1101/806638,Jan 2020,36,13,7
10.1101/806638,Feb 2020,31,12,12
10.1101/806638,Mar 2020,25,8,11
10.1101/806638,Apr 2020,28,7,15
10.1101/806653,Oct 2019,234,11,59
10.1101/806653,Nov 2019,40,20,19
10.1101/806653,Dec 2019,31,11,12
10.1101/806653,Jan 2020,23,10,7
10.1101/806653,Feb 2020,27,13,12
10.1101/806653,Mar 2020,34,9,15
10.1101/806653,Apr 2020,14,4,9
10.1101/806661,Oct 2019,275,7,64
10.1101/806661,Nov 2019,60,14,39
10.1101/806661,Dec 2019,22,7,17
10.1101/806661,Jan 2020,27,14,12
10.1101/806661,Feb 2020,28,8,17
10.1101/806661,Mar 2020,36,10,21
10.1101/806661,Apr 2020,19,8,12
10.1101/806679,Oct 2019,519,11,121
10.1101/806679,Nov 2019,80,16,30
10.1101/806679,Dec 2019,32,6,11
10.1101/806679,Jan 2020,42,10,15
10.1101/806679,Feb 2020,28,7,19
10.1101/806679,Mar 2020,35,6,13
10.1101/806679,Apr 2020,33,3,14
10.1101/806687,Oct 2019,3072,47,774
10.1101/806687,Nov 2019,241,19,101
10.1101/806687,Dec 2019,157,7,54
10.1101/806687,Jan 2020,102,15,41
10.1101/806687,Feb 2020,129,14,45
10.1101/806687,Mar 2020,89,10,38
10.1101/806687,Apr 2020,95,9,56
10.1101/806703,Oct 2019,457,13,138
10.1101/806703,Nov 2019,63,19,33
10.1101/806703,Dec 2019,38,16,13
10.1101/806703,Jan 2020,31,13,24
10.1101/806703,Feb 2020,28,15,20
10.1101/806703,Mar 2020,43,9,25
10.1101/806703,Apr 2020,25,6,26
10.1101/806711,Oct 2019,424,8,97
10.1101/806711,Nov 2019,91,10,24
10.1101/806711,Dec 2019,75,13,14
10.1101/806711,Jan 2020,82,16,23
10.1101/806711,Feb 2020,75,14,28
10.1101/806711,Mar 2020,59,12,29
10.1101/806711,Apr 2020,57,4,33
10.1101/806729,Oct 2019,1015,29,147
10.1101/806729,Nov 2019,125,22,49
10.1101/806729,Dec 2019,73,26,17
10.1101/806729,Jan 2020,78,35,35
10.1101/806729,Feb 2020,94,41,32
10.1101/806729,Mar 2020,116,27,47
10.1101/806729,Apr 2020,73,8,24
10.1101/806752,Oct 2019,960,76,264
10.1101/806752,Nov 2019,453,73,178
10.1101/806752,Dec 2019,222,91,86
10.1101/806752,Jan 2020,259,121,93
10.1101/806752,Feb 2020,235,87,133
10.1101/806752,Mar 2020,186,106,95
10.1101/806752,Apr 2020,198,69,126
10.1101/806760,Oct 2019,786,10,109
10.1101/806760,Nov 2019,61,10,40
10.1101/806760,Dec 2019,47,31,17
10.1101/806760,Jan 2020,245,9,52
10.1101/806760,Feb 2020,75,40,33
10.1101/806760,Mar 2020,62,16,43
10.1101/806760,Apr 2020,26,4,53
10.1101/806778,Oct 2019,241,6,64
10.1101/806778,Nov 2019,23,14,11
10.1101/806778,Dec 2019,21,7,12
10.1101/806778,Jan 2020,212,19,35
10.1101/806778,Feb 2020,52,44,18
10.1101/806778,Mar 2020,47,36,21
10.1101/806778,Apr 2020,37,28,31
10.1101/806786,Oct 2019,244,7,55
10.1101/806786,Nov 2019,43,25,24
10.1101/806786,Dec 2019,26,18,15
10.1101/806786,Jan 2020,42,21,14
10.1101/806786,Feb 2020,27,18,21
10.1101/806786,Mar 2020,21,15,16
10.1101/806786,Apr 2020,15,7,6
10.1101/806802,Oct 2019,831,36,158
10.1101/806802,Nov 2019,67,24,35
10.1101/806802,Dec 2019,49,18,18
10.1101/806802,Jan 2020,51,21,19
10.1101/806802,Feb 2020,28,19,16
10.1101/806802,Mar 2020,35,8,30
10.1101/806802,Apr 2020,29,8,18
10.1101/806828,Oct 2019,650,19,141
10.1101/806828,Nov 2019,117,12,27
10.1101/806828,Dec 2019,49,11,14
10.1101/806828,Jan 2020,51,13,23
10.1101/806828,Feb 2020,51,9,20
10.1101/806828,Mar 2020,57,12,23
10.1101/806828,Apr 2020,47,8,27
10.1101/806844,Oct 2019,393,17,98
10.1101/806844,Nov 2019,265,61,37
10.1101/806844,Dec 2019,66,151,29
10.1101/806844,Jan 2020,65,97,36
10.1101/806844,Feb 2020,103,116,73
10.1101/806844,Mar 2020,80,44,40
10.1101/806844,Apr 2020,34,32,26
10.1101/806851,Oct 2019,571,35,165
10.1101/806851,Nov 2019,112,12,54
10.1101/806851,Dec 2019,66,15,29
10.1101/806851,Jan 2020,76,15,62
10.1101/806851,Feb 2020,76,9,26
10.1101/806851,Mar 2020,77,8,39
10.1101/806851,Apr 2020,44,8,20
10.1101/806869,Oct 2019,1149,17,294
10.1101/806869,Nov 2019,105,27,70
10.1101/806869,Dec 2019,72,39,50
10.1101/806869,Jan 2020,100,38,40
10.1101/806869,Feb 2020,51,34,22
10.1101/806869,Mar 2020,55,41,31
10.1101/806869,Apr 2020,74,50,40
10.1101/806885,Oct 2019,312,15,103
10.1101/806885,Nov 2019,111,24,49
10.1101/806885,Dec 2019,45,18,28
10.1101/806885,Jan 2020,42,22,23
10.1101/806885,Feb 2020,30,13,36
10.1101/806885,Mar 2020,46,7,19
10.1101/806885,Apr 2020,43,4,19
10.1101/806893,Oct 2019,384,6,58
10.1101/806893,Nov 2019,43,8,10
10.1101/806893,Dec 2019,27,17,13
10.1101/806893,Jan 2020,37,15,18
10.1101/806893,Feb 2020,33,11,11
10.1101/806893,Mar 2020,32,11,19
10.1101/806893,Apr 2020,21,12,13
10.1101/806919,Oct 2019,886,40,321
10.1101/806919,Nov 2019,155,48,97
10.1101/806919,Dec 2019,88,19,83
10.1101/806919,Jan 2020,106,21,92
10.1101/806919,Feb 2020,81,15,72
10.1101/806919,Mar 2020,79,9,70
10.1101/806919,Apr 2020,73,28,92
10.1101/806927,Oct 2019,386,6,59
10.1101/806927,Nov 2019,124,15,33
10.1101/806927,Dec 2019,44,9,6
10.1101/806927,Jan 2020,45,8,7
10.1101/806927,Feb 2020,33,7,10
10.1101/806927,Mar 2020,49,6,13
10.1101/806927,Apr 2020,20,6,8
10.1101/806935,Oct 2019,600,14,140
10.1101/806935,Nov 2019,67,15,30
10.1101/806935,Dec 2019,47,16,21
10.1101/806935,Jan 2020,47,27,31
10.1101/806935,Feb 2020,42,17,13
10.1101/806935,Mar 2020,44,24,21
10.1101/806935,Apr 2020,27,9,27
10.1101/806943,Oct 2019,441,7,73
10.1101/806943,Nov 2019,28,11,14
10.1101/806943,Dec 2019,23,15,21
10.1101/806943,Jan 2020,23,10,25
10.1101/806943,Feb 2020,22,9,22
10.1101/806943,Mar 2020,35,7,26
10.1101/806943,Apr 2020,13,2,11
10.1101/806950,Oct 2019,515,13,72
10.1101/806950,Nov 2019,254,25,40
10.1101/806950,Dec 2019,124,21,30
10.1101/806950,Jan 2020,33,20,22
10.1101/806950,Feb 2020,41,23,19
10.1101/806950,Mar 2020,52,16,20
10.1101/806950,Apr 2020,22,9,12
10.1101/806968,Oct 2019,1137,43,318
10.1101/806968,Nov 2019,198,39,87
10.1101/806968,Dec 2019,94,19,24
10.1101/806968,Jan 2020,255,26,57
10.1101/806968,Feb 2020,100,26,55
10.1101/806968,Mar 2020,48,15,25
10.1101/806968,Apr 2020,62,5,51
10.1101/806976,Oct 2019,450,33,143
10.1101/806976,Nov 2019,45,21,24
10.1101/806976,Dec 2019,42,19,22
10.1101/806976,Jan 2020,37,18,21
10.1101/806976,Feb 2020,328,25,79
10.1101/806976,Mar 2020,83,32,35
10.1101/806976,Apr 2020,42,17,33
10.1101/806992,Oct 2019,433,8,58
10.1101/806992,Nov 2019,28,19,16
10.1101/806992,Dec 2019,26,28,14
10.1101/806992,Jan 2020,46,31,26
