doi,collection_date,abstract_views,full_text_views,pdf_downloads
10.1101/806992,Feb 2020,36,34,20
10.1101/806992,Mar 2020,40,23,25
10.1101/806992,Apr 2020,24,5,26
10.1101/807008,Oct 2019,2765,118,812
10.1101/807008,Nov 2019,508,42,193
10.1101/807008,Dec 2019,235,41,138
10.1101/807008,Jan 2020,260,90,102
10.1101/807008,Feb 2020,244,74,98
10.1101/807008,Mar 2020,202,106,79
10.1101/807008,Apr 2020,196,120,88
10.1101/807040,Oct 2019,411,6,85
10.1101/807040,Nov 2019,72,14,46
10.1101/807040,Dec 2019,32,8,9
10.1101/807040,Jan 2020,49,17,17
10.1101/807040,Feb 2020,39,13,23
10.1101/807040,Mar 2020,46,10,20
10.1101/807040,Apr 2020,33,6,22
10.1101/807057,Oct 2019,370,8,100
10.1101/807057,Nov 2019,48,8,23
10.1101/807057,Dec 2019,127,7,40
10.1101/807057,Jan 2020,52,13,19
10.1101/807057,Feb 2020,51,14,17
10.1101/807057,Mar 2020,46,12,30
10.1101/807057,Apr 2020,28,4,22
10.1101/807073,Oct 2019,477,23,58
10.1101/807073,Nov 2019,49,16,16
10.1101/807073,Dec 2019,17,12,6
10.1101/807073,Jan 2020,28,17,12
10.1101/807073,Feb 2020,20,11,7
10.1101/807073,Mar 2020,27,5,12
10.1101/807073,Apr 2020,19,4,13
10.1101/807099,Oct 2019,250,8,54
10.1101/807099,Nov 2019,37,6,11
10.1101/807099,Dec 2019,16,6,6
10.1101/807099,Jan 2020,18,9,9
10.1101/807099,Feb 2020,15,13,7
10.1101/807099,Mar 2020,206,45,77
10.1101/807099,Apr 2020,32,16,22
10.1101/807107,Oct 2019,1168,51,567
10.1101/807107,Nov 2019,217,28,179
10.1101/807107,Dec 2019,89,12,106
10.1101/807107,Jan 2020,76,17,66
10.1101/807107,Feb 2020,88,15,66
10.1101/807107,Mar 2020,80,15,100
10.1101/807107,Apr 2020,63,12,66
10.1101/807115,Oct 2019,543,22,72
10.1101/807115,Nov 2019,47,10,24
10.1101/807115,Dec 2019,45,16,26
10.1101/807115,Jan 2020,44,15,16
10.1101/807115,Feb 2020,47,14,23
10.1101/807115,Mar 2020,53,11,19
10.1101/807115,Apr 2020,52,8,28
10.1101/807123,Oct 2019,412,21,62
10.1101/807123,Nov 2019,50,8,19
10.1101/807123,Dec 2019,24,6,11
10.1101/807123,Jan 2020,21,16,10
10.1101/807123,Feb 2020,21,8,9
10.1101/807123,Mar 2020,42,8,18
10.1101/807123,Apr 2020,19,10,17
10.1101/807131,Oct 2019,225,15,72
10.1101/807131,Nov 2019,49,26,28
10.1101/807131,Dec 2019,18,14,12
10.1101/807131,Jan 2020,23,29,8
10.1101/807131,Feb 2020,235,72,114
10.1101/807131,Mar 2020,65,33,45
10.1101/807131,Apr 2020,51,14,25
10.1101/807149,Oct 2019,1136,18,222
10.1101/807149,Nov 2019,122,22,31
10.1101/807149,Dec 2019,166,20,49
10.1101/807149,Jan 2020,104,11,42
10.1101/807149,Feb 2020,55,44,22
10.1101/807149,Mar 2020,68,13,35
10.1101/807149,Apr 2020,48,5,30
10.1101/807156,Oct 2019,425,20,104
10.1101/807156,Nov 2019,78,26,33
10.1101/807156,Dec 2019,59,25,21
10.1101/807156,Jan 2020,65,24,41
10.1101/807156,Feb 2020,209,61,70
10.1101/807156,Mar 2020,82,39,50
10.1101/807156,Apr 2020,44,28,32
10.1101/807164,Oct 2019,1041,33,367
10.1101/807164,Nov 2019,139,46,76
10.1101/807164,Dec 2019,58,52,57
10.1101/807164,Jan 2020,114,67,69
10.1101/807164,Feb 2020,64,58,54
10.1101/807164,Mar 2020,98,65,64
10.1101/807164,Apr 2020,141,105,76
10.1101/807206,Oct 2019,433,14,123
10.1101/807206,Nov 2019,122,45,55
10.1101/807206,Dec 2019,106,27,52
10.1101/807206,Jan 2020,59,15,37
10.1101/807206,Feb 2020,68,17,40
10.1101/807206,Mar 2020,74,10,34
10.1101/807206,Apr 2020,66,11,35
10.1101/807214,Oct 2019,668,12,138
10.1101/807214,Nov 2019,77,15,35
10.1101/807214,Dec 2019,27,30,34
10.1101/807214,Jan 2020,53,31,32
10.1101/807214,Feb 2020,47,73,49
10.1101/807214,Mar 2020,51,78,52
10.1101/807214,Apr 2020,41,69,53
10.1101/807222,Oct 2019,603,8,100
10.1101/807222,Nov 2019,67,13,27
10.1101/807222,Dec 2019,32,11,11
10.1101/807222,Jan 2020,38,8,11
10.1101/807222,Feb 2020,57,14,18
10.1101/807222,Mar 2020,71,5,23
10.1101/807222,Apr 2020,20,2,13
10.1101/807230,Oct 2019,443,14,119
10.1101/807230,Nov 2019,48,10,26
10.1101/807230,Dec 2019,46,22,35
10.1101/807230,Jan 2020,41,28,29
10.1101/807230,Feb 2020,35,65,22
10.1101/807230,Mar 2020,44,20,20
10.1101/807230,Apr 2020,130,28,32
10.1101/807248,Oct 2019,565,10,130
10.1101/807248,Nov 2019,96,16,20
10.1101/807248,Dec 2019,231,14,57
10.1101/807248,Jan 2020,119,32,30
10.1101/807248,Feb 2020,73,27,22
10.1101/807248,Mar 2020,64,20,24
10.1101/807248,Apr 2020,51,8,29
10.1101/807255,Oct 2019,514,13,33
10.1101/807255,Nov 2019,26,10,14
10.1101/807255,Dec 2019,24,16,6
10.1101/807255,Jan 2020,22,20,14
10.1101/807255,Feb 2020,26,20,14
10.1101/807255,Mar 2020,29,12,12
10.1101/807255,Apr 2020,18,8,15
10.1101/807263,Oct 2019,314,6,54
10.1101/807263,Nov 2019,38,6,20
10.1101/807263,Dec 2019,22,5,4
10.1101/807263,Jan 2020,45,7,18
10.1101/807263,Feb 2020,24,5,7
10.1101/807263,Mar 2020,42,5,16
10.1101/807263,Apr 2020,25,2,11
10.1101/807271,Oct 2019,323,18,74
10.1101/807271,Nov 2019,23,16,30
10.1101/807271,Dec 2019,23,15,8
10.1101/807271,Jan 2020,25,26,13
10.1101/807271,Feb 2020,24,17,23
10.1101/807271,Mar 2020,30,8,10
10.1101/807271,Apr 2020,15,7,15
10.1101/807297,Oct 2019,487,22,112
10.1101/807297,Nov 2019,77,30,39
10.1101/807297,Dec 2019,28,15,11
10.1101/807297,Jan 2020,39,26,18
10.1101/807297,Feb 2020,43,41,37
10.1101/807297,Mar 2020,42,24,37
10.1101/807297,Apr 2020,24,27,15
10.1101/807305,Oct 2019,313,10,80
10.1101/807305,Nov 2019,108,36,35
10.1101/807305,Dec 2019,46,10,13
10.1101/807305,Jan 2020,40,12,14
10.1101/807305,Feb 2020,24,6,16
10.1101/807305,Mar 2020,30,5,5
10.1101/807305,Apr 2020,23,5,12
10.1101/807313,Oct 2019,490,3,69
10.1101/807313,Nov 2019,53,6,32
10.1101/807313,Dec 2019,30,5,38
10.1101/807313,Jan 2020,38,7,20
10.1101/807313,Feb 2020,40,7,25
10.1101/807313,Mar 2020,46,4,14
10.1101/807313,Apr 2020,27,6,20
10.1101/807321,Oct 2019,451,46,121
10.1101/807321,Nov 2019,57,8,19
10.1101/807321,Dec 2019,25,6,9
10.1101/807321,Jan 2020,24,7,14
10.1101/807321,Feb 2020,20,5,12
10.1101/807321,Mar 2020,35,4,13
10.1101/807321,Apr 2020,30,1,14
10.1101/807339,Oct 2019,314,10,71
10.1101/807339,Nov 2019,30,6,19
10.1101/807339,Dec 2019,20,4,4
10.1101/807339,Jan 2020,26,11,20
10.1101/807339,Feb 2020,18,4,11
10.1101/807339,Mar 2020,19,4,14
10.1101/807339,Apr 2020,12,1,11
10.1101/807347,Oct 2019,523,11,115
10.1101/807347,Nov 2019,79,11,36
10.1101/807347,Dec 2019,45,11,21
10.1101/807347,Jan 2020,60,14,23
10.1101/807347,Feb 2020,46,5,39
10.1101/807347,Mar 2020,62,7,27
10.1101/807347,Apr 2020,34,1,32
10.1101/807404,Oct 2019,338,9,45
10.1101/807404,Nov 2019,73,15,37
10.1101/807404,Dec 2019,20,8,9
10.1101/807404,Jan 2020,33,13,13
10.1101/807404,Feb 2020,29,11,9
10.1101/807404,Mar 2020,31,4,12
10.1101/807404,Apr 2020,34,9,24
10.1101/807412,Oct 2019,404,6,44
10.1101/807412,Nov 2019,25,5,25
10.1101/807412,Dec 2019,29,7,16
10.1101/807412,Jan 2020,26,6,8
10.1101/807412,Feb 2020,21,6,13
10.1101/807412,Mar 2020,20,4,13
10.1101/807412,Apr 2020,20,7,13
10.1101/807420,Oct 2019,307,5,41
10.1101/807420,Nov 2019,39,8,46
10.1101/807420,Dec 2019,30,10,8
10.1101/807420,Jan 2020,27,16,11
10.1101/807420,Feb 2020,22,9,8
10.1101/807420,Mar 2020,18,6,8
10.1101/807420,Apr 2020,16,4,13
10.1101/807438,Oct 2019,577,7,68
10.1101/807438,Nov 2019,265,10,48
10.1101/807438,Dec 2019,64,27,18
10.1101/807438,Jan 2020,29,22,10
10.1101/807438,Feb 2020,43,20,9
10.1101/807438,Mar 2020,41,31,79
10.1101/807438,Apr 2020,27,47,14
10.1101/807446,Oct 2019,367,5,31
10.1101/807446,Nov 2019,21,6,9
10.1101/807446,Dec 2019,26,7,2
10.1101/807446,Jan 2020,32,9,6
10.1101/807446,Feb 2020,28,6,9
10.1101/807446,Mar 2020,18,4,8
10.1101/807446,Apr 2020,16,2,10
10.1101/807453,Oct 2019,816,19,300
10.1101/807453,Nov 2019,66,6,50
10.1101/807453,Dec 2019,45,8,16
10.1101/807453,Jan 2020,46,10,25
10.1101/807453,Feb 2020,73,7,19
10.1101/807453,Mar 2020,44,6,19
10.1101/807453,Apr 2020,53,6,29
10.1101/807461,Oct 2019,496,27,115
10.1101/807461,Nov 2019,64,22,28
10.1101/807461,Dec 2019,35,17,18
10.1101/807461,Jan 2020,47,30,26
10.1101/807461,Feb 2020,30,14,15
10.1101/807461,Mar 2020,46,13,14
10.1101/807461,Apr 2020,29,26,19
10.1101/807487,Oct 2019,288,4,70
10.1101/807487,Nov 2019,31,15,9
10.1101/807487,Dec 2019,29,9,8
10.1101/807487,Jan 2020,26,16,11
10.1101/807487,Feb 2020,31,9,15
10.1101/807487,Mar 2020,35,12,18
10.1101/807487,Apr 2020,41,13,26
10.1101/807511,Oct 2019,504,22,117
10.1101/807511,Nov 2019,53,25,32
10.1101/807511,Dec 2019,39,29,34
10.1101/807511,Jan 2020,31,21,15
10.1101/807511,Feb 2020,42,47,24
10.1101/807511,Mar 2020,21,18,11
10.1101/807511,Apr 2020,13,8,11
10.1101/807529,Oct 2019,3736,99,915
10.1101/807529,Nov 2019,480,55,197
10.1101/807529,Dec 2019,177,36,62
10.1101/807529,Jan 2020,222,67,97
10.1101/807529,Feb 2020,142,43,68
10.1101/807529,Mar 2020,197,34,77
10.1101/807529,Apr 2020,107,32,43
10.1101/807537,Oct 2019,319,23,53
10.1101/807537,Nov 2019,69,17,22
10.1101/807537,Dec 2019,29,11,10
10.1101/807537,Jan 2020,33,16,13
10.1101/807537,Feb 2020,36,9,19
10.1101/807537,Mar 2020,30,11,19
10.1101/807537,Apr 2020,26,2,25
10.1101/807545,Oct 2019,1951,89,535
10.1101/807545,Nov 2019,696,126,264
10.1101/807545,Dec 2019,220,48,91
10.1101/807545,Jan 2020,326,111,147
10.1101/807545,Feb 2020,237,69,98
10.1101/807545,Mar 2020,151,27,73
10.1101/807545,Apr 2020,124,32,73
10.1101/807552,Oct 2019,4108,93,1564
10.1101/807552,Nov 2019,951,169,466
10.1101/807552,Dec 2019,364,122,162
10.1101/807552,Jan 2020,359,133,168
10.1101/807552,Feb 2020,221,59,89
10.1101/807552,Mar 2020,335,95,165
10.1101/807552,Apr 2020,238,116,160
10.1101/807560,Oct 2019,697,8,123
10.1101/807560,Nov 2019,95,19,53
10.1101/807560,Dec 2019,48,18,19
10.1101/807560,Jan 2020,72,20,18
10.1101/807560,Feb 2020,53,8,24
10.1101/807560,Mar 2020,66,17,23
10.1101/807560,Apr 2020,30,6,16
10.1101/807578,Oct 2019,348,42,150
10.1101/807578,Nov 2019,208,93,90
10.1101/807578,Dec 2019,50,25,51
10.1101/807578,Jan 2020,46,16,52
10.1101/807578,Feb 2020,49,16,31
10.1101/807578,Mar 2020,66,32,73
10.1101/807578,Apr 2020,47,10,53
10.1101/807586,Oct 2019,460,14,80
10.1101/807586,Nov 2019,103,20,31
10.1101/807586,Dec 2019,89,24,25
10.1101/807586,Jan 2020,50,63,16
10.1101/807586,Feb 2020,40,60,19
10.1101/807586,Mar 2020,51,43,25
10.1101/807586,Apr 2020,32,54,34
10.1101/807602,Oct 2019,660,13,193
10.1101/807602,Nov 2019,62,11,116
10.1101/807602,Dec 2019,38,8,24
10.1101/807602,Jan 2020,47,14,43
10.1101/807602,Feb 2020,48,7,58
10.1101/807602,Mar 2020,54,8,61
10.1101/807602,Apr 2020,17,2,24
10.1101/807628,Oct 2019,350,6,71
10.1101/807628,Nov 2019,61,14,25
10.1101/807628,Dec 2019,24,7,3
10.1101/807628,Jan 2020,24,8,11
10.1101/807628,Feb 2020,22,4,7
10.1101/807628,Mar 2020,30,5,12
10.1101/807628,Apr 2020,20,1,8
10.1101/807651,Oct 2019,274,12,51
10.1101/807651,Nov 2019,53,6,12
10.1101/807651,Dec 2019,25,4,4
10.1101/807651,Jan 2020,37,7,10
10.1101/807651,Feb 2020,27,4,11
10.1101/807651,Mar 2020,37,11,12
10.1101/807651,Apr 2020,13,1,9
10.1101/807669,Oct 2019,876,33,234
10.1101/807669,Nov 2019,149,83,67
10.1101/807669,Dec 2019,126,19,90
10.1101/807669,Jan 2020,71,21,47
10.1101/807669,Feb 2020,75,15,60
10.1101/807669,Mar 2020,75,17,41
10.1101/807669,Apr 2020,49,3,43
10.1101/807677,Oct 2019,870,21,271
10.1101/807677,Nov 2019,146,29,72
10.1101/807677,Dec 2019,56,11,19
10.1101/807677,Jan 2020,75,28,33
10.1101/807677,Feb 2020,58,17,30
10.1101/807677,Mar 2020,120,9,45
10.1101/807677,Apr 2020,49,11,47
10.1101/807693,Oct 2019,1324,95,506
10.1101/807693,Nov 2019,191,66,141
10.1101/807693,Dec 2019,243,70,137
10.1101/807693,Jan 2020,251,70,156
10.1101/807693,Feb 2020,255,67,120
10.1101/807693,Mar 2020,249,43,87
10.1101/807693,Apr 2020,138,30,76
10.1101/807701,Oct 2019,534,22,132
10.1101/807701,Nov 2019,89,18,38
10.1101/807701,Dec 2019,313,15,81
10.1101/807701,Jan 2020,90,21,41
10.1101/807701,Feb 2020,71,18,25
10.1101/807701,Mar 2020,43,16,17
10.1101/807701,Apr 2020,40,6,19
10.1101/807719,Oct 2019,477,13,102
10.1101/807719,Nov 2019,48,10,20
10.1101/807719,Dec 2019,30,16,16
10.1101/807719,Jan 2020,37,16,13
10.1101/807719,Feb 2020,40,10,25
10.1101/807719,Mar 2020,34,8,16
10.1101/807719,Apr 2020,19,10,24
10.1101/807727,Oct 2019,181,2,37
10.1101/807727,Nov 2019,62,15,61
10.1101/807727,Dec 2019,35,10,24
10.1101/807727,Jan 2020,27,13,12
10.1101/807727,Feb 2020,130,13,41
10.1101/807727,Mar 2020,324,38,105
10.1101/807727,Apr 2020,72,9,50
10.1101/807735,Oct 2019,368,25,109
10.1101/807735,Nov 2019,78,14,41
10.1101/807735,Dec 2019,42,14,10
10.1101/807735,Jan 2020,96,29,25
10.1101/807735,Feb 2020,28,14,14
10.1101/807735,Mar 2020,22,7,11
10.1101/807735,Apr 2020,21,8,9
10.1101/807743,Oct 2019,520,28,310
10.1101/807743,Nov 2019,150,28,117
10.1101/807743,Dec 2019,69,41,86
10.1101/807743,Jan 2020,78,43,54
10.1101/807743,Feb 2020,88,50,59
10.1101/807743,Mar 2020,90,56,66
10.1101/807743,Apr 2020,67,31,62
10.1101/807768,Oct 2019,447,6,110
10.1101/807768,Nov 2019,44,10,36
10.1101/807768,Dec 2019,33,11,15
10.1101/807768,Jan 2020,31,7,14
10.1101/807768,Feb 2020,25,6,12
10.1101/807768,Mar 2020,36,9,15
10.1101/807768,Apr 2020,24,1,12
10.1101/807792,Oct 2019,2035,46,541
10.1101/807792,Nov 2019,683,40,163
10.1101/807792,Dec 2019,350,35,122
10.1101/807792,Jan 2020,464,46,119
10.1101/807792,Feb 2020,350,36,105
10.1101/807792,Mar 2020,355,45,113
10.1101/807792,Apr 2020,404,85,145
10.1101/807800,Oct 2019,480,35,115
10.1101/807800,Nov 2019,56,29,32
10.1101/807800,Dec 2019,37,22,12
10.1101/807800,Jan 2020,49,37,17
10.1101/807800,Feb 2020,34,37,23
10.1101/807800,Mar 2020,467,36,90
10.1101/807800,Apr 2020,248,79,75
10.1101/807818,Oct 2019,380,14,49
10.1101/807818,Nov 2019,51,10,10
10.1101/807818,Dec 2019,36,7,6
10.1101/807818,Jan 2020,42,11,16
10.1101/807818,Feb 2020,47,34,14
10.1101/807818,Mar 2020,70,15,13
10.1101/807818,Apr 2020,46,2,9
10.1101/807842,Oct 2019,576,19,177
10.1101/807842,Nov 2019,87,10,52
10.1101/807842,Dec 2019,89,30,33
10.1101/807842,Jan 2020,60,15,20
10.1101/807842,Feb 2020,42,9,16
10.1101/807842,Mar 2020,44,10,21
10.1101/807842,Apr 2020,48,6,26
10.1101/807867,Oct 2019,283,7,69
10.1101/807867,Nov 2019,38,47,19
10.1101/807867,Dec 2019,24,14,14
10.1101/807867,Jan 2020,42,30,19
10.1101/807867,Feb 2020,24,19,17
10.1101/807867,Mar 2020,44,31,25
10.1101/807867,Apr 2020,36,12,32
10.1101/807875,Oct 2019,577,7,116
10.1101/807875,Nov 2019,98,32,41
10.1101/807875,Dec 2019,30,28,12
10.1101/807875,Jan 2020,20,22,7
10.1101/807875,Feb 2020,26,21,11
10.1101/807875,Mar 2020,15,11,9
10.1101/807875,Apr 2020,21,9,17
10.1101/807891,Oct 2019,299,7,73
10.1101/807891,Nov 2019,64,8,22
10.1101/807891,Dec 2019,21,4,4
10.1101/807891,Jan 2020,29,9,10
10.1101/807891,Feb 2020,23,4,17
10.1101/807891,Mar 2020,37,4,16
10.1101/807891,Apr 2020,21,1,15
10.1101/807909,Oct 2019,429,5,61
10.1101/807909,Nov 2019,30,106,25
10.1101/807909,Dec 2019,22,5,10
10.1101/807909,Jan 2020,17,7,17
10.1101/807909,Feb 2020,18,5,14
10.1101/807909,Mar 2020,24,5,13
10.1101/807909,Apr 2020,21,4,21
10.1101/807917,Oct 2019,583,12,154
10.1101/807917,Nov 2019,95,17,38
10.1101/807917,Dec 2019,59,11,17
10.1101/807917,Jan 2020,86,18,22
10.1101/807917,Feb 2020,66,11,29
10.1101/807917,Mar 2020,66,9,38
10.1101/807917,Apr 2020,37,2,25
10.1101/807925,Oct 2019,231,8,62
10.1101/807925,Nov 2019,28,8,37
10.1101/807925,Dec 2019,11,8,4
10.1101/807925,Jan 2020,21,13,12
10.1101/807925,Feb 2020,16,7,15
10.1101/807925,Mar 2020,17,5,10
10.1101/807925,Apr 2020,179,16,44
10.1101/807941,Oct 2019,338,6,49
10.1101/807941,Nov 2019,41,8,15
10.1101/807941,Dec 2019,20,10,3
10.1101/807941,Jan 2020,31,10,13
10.1101/807941,Feb 2020,15,5,11
10.1101/807941,Mar 2020,17,5,15
10.1101/807941,Apr 2020,26,6,14
10.1101/807966,Oct 2019,245,6,98
10.1101/807966,Nov 2019,69,14,38
10.1101/807966,Dec 2019,18,6,17
10.1101/807966,Jan 2020,27,12,23
10.1101/807966,Feb 2020,49,7,15
10.1101/807966,Mar 2020,21,6,13
10.1101/807966,Apr 2020,23,6,12
10.1101/807974,Oct 2019,360,15,95
10.1101/807974,Nov 2019,130,12,54
10.1101/807974,Dec 2019,65,25,19
10.1101/807974,Jan 2020,72,29,24
10.1101/807974,Feb 2020,124,13,30
10.1101/807974,Mar 2020,105,7,23
10.1101/807974,Apr 2020,92,8,28
10.1101/807990,Oct 2019,303,4,84
10.1101/807990,Nov 2019,40,9,28
10.1101/807990,Dec 2019,31,20,15
10.1101/807990,Jan 2020,25,15,7
10.1101/807990,Feb 2020,24,8,14
10.1101/807990,Mar 2020,15,35,17
10.1101/807990,Apr 2020,27,9,13
10.1101/808006,Oct 2019,688,8,179
10.1101/808006,Nov 2019,248,23,51
10.1101/808006,Dec 2019,64,24,17
10.1101/808006,Jan 2020,43,15,17
10.1101/808006,Feb 2020,52,8,21
10.1101/808006,Mar 2020,72,9,24
10.1101/808006,Apr 2020,52,2,20
10.1101/808022,Oct 2019,438,22,80
10.1101/808022,Nov 2019,186,11,39
10.1101/808022,Dec 2019,73,12,18
10.1101/808022,Jan 2020,79,15,27
10.1101/808022,Feb 2020,50,6,23
10.1101/808022,Mar 2020,62,6,30
10.1101/808022,Apr 2020,89,6,22
10.1101/808048,Oct 2019,810,21,209
10.1101/808048,Nov 2019,244,26,84
10.1101/808048,Dec 2019,127,23,74
10.1101/808048,Jan 2020,122,25,78
10.1101/808048,Feb 2020,72,7,66
10.1101/808048,Mar 2020,86,21,79
10.1101/808048,Apr 2020,81,6,67
10.1101/808055,Oct 2019,2038,56,448
10.1101/808055,Nov 2019,881,60,136
10.1101/808055,Dec 2019,878,35,62
10.1101/808055,Jan 2020,864,32,47
10.1101/808055,Feb 2020,194,22,44
10.1101/808055,Mar 2020,269,11,79
10.1101/808055,Apr 2020,124,10,102
10.1101/808071,Oct 2019,333,7,76
10.1101/808071,Nov 2019,58,13,20
10.1101/808071,Dec 2019,246,12,55
10.1101/808071,Jan 2020,47,15,14
10.1101/808071,Feb 2020,46,16,10
10.1101/808071,Mar 2020,42,12,14
10.1101/808071,Apr 2020,18,3,28
10.1101/808089,Oct 2019,633,5,89
10.1101/808089,Nov 2019,67,11,49
10.1101/808089,Dec 2019,32,10,21
10.1101/808089,Jan 2020,28,9,15
10.1101/808089,Feb 2020,31,9,21
10.1101/808089,Mar 2020,26,14,12
10.1101/808089,Apr 2020,23,4,18
10.1101/808097,Oct 2019,178,7,42
10.1101/808097,Nov 2019,43,6,39
10.1101/808097,Dec 2019,18,7,5
10.1101/808097,Jan 2020,23,11,9
10.1101/808097,Feb 2020,13,5,9
10.1101/808097,Mar 2020,22,10,15
10.1101/808097,Apr 2020,20,15,16
10.1101/808105,Oct 2019,336,6,65
10.1101/808105,Nov 2019,51,17,17
10.1101/808105,Dec 2019,26,13,11
10.1101/808105,Jan 2020,30,31,16
10.1101/808105,Feb 2020,23,14,15
10.1101/808105,Mar 2020,19,15,15
10.1101/808105,Apr 2020,13,11,13
10.1101/808113,Oct 2019,3297,95,1257
10.1101/808113,Nov 2019,448,101,286
10.1101/808113,Dec 2019,218,35,164
10.1101/808113,Jan 2020,288,77,181
10.1101/808113,Feb 2020,196,33,131
10.1101/808113,Mar 2020,217,35,101
10.1101/808113,Apr 2020,259,43,157
10.1101/808121,Oct 2019,788,15,190
10.1101/808121,Nov 2019,129,28,60
10.1101/808121,Dec 2019,83,16,40
10.1101/808121,Jan 2020,292,41,60
10.1101/808121,Feb 2020,90,29,36
10.1101/808121,Mar 2020,84,42,70
10.1101/808139,Oct 2019,840,17,290
10.1101/808139,Nov 2019,141,17,62
10.1101/808139,Dec 2019,56,6,26
10.1101/808139,Jan 2020,80,15,40
10.1101/808139,Feb 2020,92,12,47
10.1101/808139,Mar 2020,104,37,55
10.1101/808139,Apr 2020,88,30,46
10.1101/808154,Oct 2019,461,15,147
10.1101/808154,Nov 2019,124,18,92
10.1101/808154,Dec 2019,202,25,105
10.1101/808154,Jan 2020,44,19,35
10.1101/808154,Feb 2020,67,16,37
10.1101/808154,Mar 2020,114,16,65
10.1101/808154,Apr 2020,79,15,59
10.1101/808170,Oct 2019,2379,65,949
10.1101/808170,Nov 2019,444,52,253
10.1101/808170,Dec 2019,211,28,107
10.1101/808170,Jan 2020,1080,41,479
10.1101/808170,Feb 2020,459,72,211
10.1101/808170,Mar 2020,252,57,195
10.1101/808170,Apr 2020,170,28,123
10.1101/808196,Oct 2019,240,6,54
10.1101/808196,Nov 2019,51,16,37
10.1101/808196,Dec 2019,19,4,15
10.1101/808196,Jan 2020,19,7,6
10.1101/808196,Feb 2020,20,6,9
10.1101/808196,Mar 2020,31,5,14
10.1101/808196,Apr 2020,29,1,10
10.1101/808212,Oct 2019,301,7,43
10.1101/808212,Nov 2019,26,5,10
10.1101/808212,Dec 2019,17,7,9
10.1101/808212,Jan 2020,22,9,12
10.1101/808212,Feb 2020,23,4,12
10.1101/808212,Mar 2020,21,7,15
10.1101/808212,Apr 2020,12,1,11
10.1101/808220,Oct 2019,232,6,54
10.1101/808220,Nov 2019,26,9,12
10.1101/808220,Dec 2019,9,4,3
10.1101/808220,Jan 2020,25,9,14
10.1101/808220,Feb 2020,11,4,7
10.1101/808220,Mar 2020,19,4,10
10.1101/808220,Apr 2020,10,2,11
10.1101/808238,Oct 2019,418,13,78
10.1101/808238,Nov 2019,65,12,26
10.1101/808238,Dec 2019,14,9,4
10.1101/808238,Jan 2020,30,13,14
10.1101/808238,Feb 2020,25,9,18
10.1101/808238,Mar 2020,44,20,16
10.1101/808238,Apr 2020,55,8,21
10.1101/808246,Oct 2019,265,13,84
10.1101/808246,Nov 2019,65,12,39
10.1101/808246,Dec 2019,46,13,32
10.1101/808246,Jan 2020,56,21,24
10.1101/808246,Feb 2020,45,8,37
10.1101/808246,Mar 2020,59,14,27
10.1101/808246,Apr 2020,46,3,38
10.1101/808253,Oct 2019,200,6,41
10.1101/808253,Nov 2019,23,7,13
10.1101/808253,Dec 2019,16,8,5
10.1101/808253,Jan 2020,24,24,11
10.1101/808253,Feb 2020,15,9,9
10.1101/808253,Mar 2020,19,8,10
10.1101/808253,Apr 2020,18,7,11
10.1101/808261,Oct 2019,1698,59,488
10.1101/808261,Nov 2019,335,22,107
10.1101/808261,Dec 2019,105,9,54
10.1101/808261,Jan 2020,102,11,58
10.1101/808261,Feb 2020,117,14,68
10.1101/808261,Mar 2020,252,17,97
10.1101/808261,Apr 2020,47,6,35
10.1101/808279,Oct 2019,268,9,65
10.1101/808279,Nov 2019,129,12,37
10.1101/808279,Dec 2019,20,5,8
10.1101/808279,Jan 2020,37,9,14
10.1101/808279,Feb 2020,30,5,14
10.1101/808279,Mar 2020,37,6,14
10.1101/808279,Apr 2020,29,3,16
10.1101/808295,Oct 2019,945,13,289
10.1101/808295,Nov 2019,245,32,101
10.1101/808295,Dec 2019,130,13,49
10.1101/808295,Jan 2020,115,19,35
10.1101/808295,Feb 2020,51,13,38
10.1101/808295,Mar 2020,44,12,38
10.1101/808295,Apr 2020,55,4,32
10.1101/808303,Oct 2019,229,9,40
10.1101/808303,Nov 2019,33,5,7
10.1101/808303,Dec 2019,18,5,6
10.1101/808303,Jan 2020,17,8,12
10.1101/808303,Feb 2020,20,4,11
10.1101/808303,Mar 2020,31,4,13
10.1101/808303,Apr 2020,12,1,9
10.1101/808311,Oct 2019,604,31,156
10.1101/808311,Nov 2019,115,40,34
10.1101/808311,Dec 2019,45,32,28
10.1101/808311,Jan 2020,59,26,39
10.1101/808311,Feb 2020,69,35,41
10.1101/808311,Mar 2020,69,41,61
10.1101/808311,Apr 2020,62,42,54
10.1101/808329,Oct 2019,839,15,333
10.1101/808329,Nov 2019,156,35,92
10.1101/808329,Dec 2019,115,33,69
10.1101/808329,Jan 2020,56,44,29
10.1101/808329,Feb 2020,42,16,21
10.1101/808329,Mar 2020,51,14,24
10.1101/808329,Apr 2020,38,3,22
10.1101/808337,Oct 2019,267,14,57
10.1101/808337,Nov 2019,70,21,61
10.1101/808337,Dec 2019,34,20,24
10.1101/808337,Jan 2020,32,30,12
10.1101/808337,Feb 2020,39,19,16
10.1101/808337,Mar 2020,33,11,10
10.1101/808337,Apr 2020,19,5,17
10.1101/808352,Oct 2019,601,23,108
10.1101/808352,Nov 2019,52,13,19
10.1101/808352,Dec 2019,24,16,15
10.1101/808352,Jan 2020,32,22,12
