doi,score,twitter,facebook,blogs,news,wikipedia,policies,published_doi,published_score,published_twitter,published_facebook,published_blogs,published_news,published_wikipedia,published_policies
10.1101/2020.02.26.966648,8.184,4,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966663,9.1,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966689,11.7,21,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966697,12.95,24,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966747,46.88,72,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966754,35.084,44,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966762,6.6,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966820,3.25,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966887,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966895,10.5,19,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966903,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966911,16.45,29,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966937,2.1,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966945,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966952,7,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.966986,5.05,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.967018,5.15,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.967026,97.05,170,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.967133,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.967208,6.15,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.967224,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.967232,1.5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.967265,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.26.967273,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.20027169,1.75,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.20027524,34.75,4,0,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.20027557,65.45,94,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.20027888,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.20028027,81.02,41,0,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.20028530,238.76,265,2,2,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.20028563,3.45,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.20028605,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.20028621,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.20028639,21.1,30,0,0,0,0,0,10.1007/s40484-020-0199-0,1.25,2,0,0,0,0,0
10.1101/2020.02.27.20028647,0.5,2,0,0,0,0,0,10.1093/annonc/mdz252.055,0,0,0,0,0,0,0
10.1101/2020.02.27.20028761,7.75,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.20028787,47.55,69,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.20028829,6.3,9,0,0,0,0,0,10.1016/j.ijid.2020.03.031,66.38,64,0,1,0,1,1
10.1101/2020.02.27.20028845,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.20028928,6.3,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.20029009,25.7,24,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.950592,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.954206,65.308,97,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.956110,10.5,20,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.961847,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.962696,2.6,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.964023,6.7,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.964346,0.75,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.965400,1.5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.966036,5.8,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.966101,1.25,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.966499,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.966739,48.45,81,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.966770,43.35,72,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.966861,1.5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.966978,7.75,12,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967034,9.4,16,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967240,2.75,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967315,2.75,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967349,1.25,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967372,4,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967422,3.5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967448,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967455,1.5,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967463,1.5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967471,2.5,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967497,10.3,19,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967505,6.4,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967513,14.084,9,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967539,1.75,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967547,9.08,7,0,1,0,0,0,10.1364/osac.391644,12.5,20,0,0,0,0,0
10.1101/2020.02.27.967562,8.7,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967570,40.8,64,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967588,3.25,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967604,8.15,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967612,31.55,51,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967620,4.1,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967638,3.35,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967653,21.784,27,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967695,1.75,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967703,15.95,25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967711,3.85,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967729,4.2,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967737,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967760,15.15,16,0,0,1,0,0,10.1371/journal.pone.0230295,3,6,0,0,0,0,0
10.1101/2020.02.27.967778,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967786,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967794,26.6,44,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967802,24.234,30,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967810,10.034,7,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967836,38.3,67,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967869,27.9,42,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967885,1.5,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967901,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967919,1.25,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967935,1.25,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967943,8.75,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.967950,23.23,30,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968008,41.45,58,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968016,2.85,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968065,20.9,35,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968073,1.5,3,0,0,0,0,0,10.1155/2020/4824813,0.25,1,0,0,0,0,0
10.1101/2020.02.27.968081,2.35,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968099,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968107,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968149,4.2,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968156,1.5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968164,6.4,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968198,1.6,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968214,31.1,63,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968230,14.884,16,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968248,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968263,3.6,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968297,46.2,82,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968305,1.25,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968313,1.5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968321,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968339,15.93,14,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968354,11.25,16,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968362,48.2,82,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968420,55.35,101,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968446,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968453,17.95,33,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968461,3.25,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968479,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968495,5.1,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968511,12.35,18,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968537,30.8,57,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968545,2.5,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968560,34.55,64,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968578,11.284,10,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968586,16.1,27,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968594,12.234,10,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968628,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968636,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968651,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968669,1.75,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968677,29.38,42,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968685,109.5,174,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968701,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968719,5.6,12,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968735,6.2,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968743,40.25,74,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968768,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968776,27.63,27,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968784,2.1,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968792,23.95,42,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968800,2,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968867,8.55,16,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968883,64.3,102,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968891,8.8,17,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968909,13.73,13,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968933,6.6,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968974,2.35,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.968982,1.6,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.969006,63.51,44,0,2,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.969030,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.27.969048,5.65,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.20025908,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.20026260,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.20028068,5.8,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.20028514,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.20028555,3.55,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.20028720,2.1,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.20028894,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.20028902,18.2,28,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.20029025,19.65,26,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.20029108,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.20029173,1.6,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.20029181,11.65,20,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.20029199,1.85,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.20029272,1227.23,1341,1,1,48,0,1,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.952143,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.957894,28.3,43,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.959189,6.2,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.959874,5.7,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.960195,1.6,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.961060,3.35,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.961391,1.25,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.962894,1.35,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.963280,23.8,36,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.963413,2.5,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.964486,68,27,0,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.964742,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.965087,12.15,20,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.965145,1.25,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.966598,7.6,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.967000,2,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.967521,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.967752,20.35,38,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.968024,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.968503,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.968834,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.968941,6,16,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969071,0.75,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969089,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969105,4.95,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969113,10.1,18,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969139,9.65,20,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969147,6.75,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969154,5.35,12,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969162,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969170,1.85,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969196,11,19,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969204,17.05,24,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969220,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969238,4.2,9,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969253,9,19,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969261,23.78,32,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969279,3.75,8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969287,26.65,42,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969329,1.6,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969360,14.75,26,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969394,43.65,87,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969402,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969410,1.75,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969436,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969444,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969451,3.5,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969469,16.8,26,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969477,4.6,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969485,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969493,3.1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969501,1.5,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969527,57.1,92,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969568,7.2,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969584,21.65,32,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969592,9.7,19,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969600,24.15,38,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969618,25.3,42,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969634,5.55,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969642,7.934,2,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969659,2.6,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969667,0.5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969725,31.164,30,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969741,1.25,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969758,3.1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969766,11.7,26,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969774,12.3,21,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969782,9.3,17,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969808,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969824,12.15,25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969832,1.25,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969840,18.5,28,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969873,0.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969899,0.75,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969907,1.25,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969915,14.984,15,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969931,103.95,174,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969956,16.15,24,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969980,8.9,16,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10.1101/2020.02.28.969998,9.25,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
